accuracy_when_gold_present,answer_acc_given_gold_selected,cite_f1,decomposition_line,drop_rate,entailment,exact_acc,gold_present_rate,gold_support_selected_rate,mtime,pattern,rows,run_dir,run_name,selected_note_rate,selected_wrong_update_rate,selection_rate,spoof_accept_rate,state_integrity_rate,support_consistency_rate,value_acc,value_acc_when_gold_selected,value_is_substring_of_selected_line_rate,wrong_update_rate
0.7291666666666666,,0.7291666666666666,1.0000 -> 1.0000 -> 0.7292 -> 0.7292,0.0,0.8541666666666666,0.7291666666666666,1.0,,1767175159.6643777,kv_commentary_grid_linear_k8,3,runs\kv_commentary_grid_linear_k8_s3q16,kv_commentary_grid_linear_k8_s3q16,,,1.0,,,,0.7291666666666666,,,
0.9791666666666666,,0.9791666666666666,1.0000 -> 0.7500 -> 0.9792 -> 0.9792,0.0,1.0,0.9791666666666666,1.0,,1767171117.1279645,kv_commentary_grid_prefer_set_latest_k2,3,runs\kv_commentary_grid_prefer_set_latest_k2_s3q16,kv_commentary_grid_prefer_set_latest_k2_s3q16,,,0.75,,,,0.9791666666666666,,,
1.0,,1.0,1.0000 -> 0.7292 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767172737.051287,kv_commentary_grid_prefer_set_latest_k4,3,runs\kv_commentary_grid_prefer_set_latest_k4_s3q16,kv_commentary_grid_prefer_set_latest_k4_s3q16,,,0.7291666666666666,,,,1.0,,,
1.0,,1.0,1.0000 -> 0.7292 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767174354.8902216,kv_commentary_grid_prefer_set_latest_k8,3,runs\kv_commentary_grid_prefer_set_latest_k8_s3q16,kv_commentary_grid_prefer_set_latest_k8_s3q16,,,0.7291666666666666,,,,1.0,,,
0.7291666666666666,,0.7291666666666666,1.0000 -> 1.0000 -> 0.7292 -> 0.7292,0.0,0.8541666666666666,0.7291666666666666,1.0,,1767077824.3476722,kv_commentary_latest_step,3,runs\kv_commentary_latest_step_s3q16,kv_commentary_latest_step_s3q16,,,1.0,,,,0.7291666666666666,,,
,,0.0,,0.0,1.0,0.0,,,1767236995.9578278,kv_commentary_linear_k2,3,runs\kv_commentary_linear_k2_s3q16,kv_commentary_linear_k2_s3q16,,,,,,,0.0625,,,
1.0,,0.0625,0.0625 -> 1.0000 -> 1.0000 -> 0.0625,0.0,1.0,0.0625,0.0625,,1767237717.9906385,kv_commentary_linear_k4,3,runs\kv_commentary_linear_k4_s3q16,kv_commentary_linear_k4_s3q16,,,1.0,,,,0.0625,,,
1.0,,0.0625,0.0625 -> 1.0000 -> 1.0000 -> 0.0625,0.0,1.0,0.0625,0.0625,,1767238454.1311324,kv_commentary_linear_k8,3,runs\kv_commentary_linear_k8_s3q16,kv_commentary_linear_k8_s3q16,,,1.0,,,,0.0625,,,
0.9583333333333334,,0.9583333333333334,1.0000 -> 0.9583 -> 0.9583 -> 0.9583,0.0,1.0,0.9583333333333334,1.0,,1767309318.6654174,kv_commentary_linear_note_order_gold_first_k4,5,runs\kv_commentary_linear_note_order_gold_first_k4_s5q24,kv_commentary_linear_note_order_gold_first_k4_s5q24,,,0.9583333333333334,,,,0.9583333333333334,,,
1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767313860.608099,kv_commentary_linear_note_order_gold_last_k4,5,runs\kv_commentary_linear_note_order_gold_last_k4_s5q24,kv_commentary_linear_note_order_gold_last_k4_s5q24,,,1.0,,,,1.0,,,
1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767311588.1022284,kv_commentary_linear_note_order_gold_middle_k4,5,runs\kv_commentary_linear_note_order_gold_middle_k4_s5q24,kv_commentary_linear_note_order_gold_middle_k4_s5q24,,,1.0,,,,1.0,,,
1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767316276.0205061,kv_commentary_linear_note_order_shuffle_k4,5,runs\kv_commentary_linear_note_order_shuffle_k4_s5q24,kv_commentary_linear_note_order_shuffle_k4_s5q24,,,1.0,,,,1.0,,,
0.5666666666666667,,0.5666666666666667,1.0000 -> 0.9833 -> 0.5667 -> 0.5667,0.0,0.725,0.5666666666666667,1.0,,1767134678.2738676,kv_commentary_linear_note,5,runs\kv_commentary_linear_note_s5q24,kv_commentary_linear_note_s5q24,,,0.9833333333333333,,,,0.5666666666666667,,,
0.5666666666666667,,0.5666666666666667,1.0000 -> 0.9833 -> 0.5667 -> 0.5667,0.0,0.725,0.5666666666666667,1.0,,1767137767.8170683,kv_commentary_linear_order_gold_first_k4,5,runs\kv_commentary_linear_order_gold_first_k4_s5q24,kv_commentary_linear_order_gold_first_k4_s5q24,,,0.9833333333333333,,,,0.5666666666666667,,,
0.5583333333333333,,0.5583333333333333,1.0000 -> 0.9750 -> 0.5583 -> 0.5583,0.0,0.7166666666666666,0.5583333333333333,1.0,,1767142133.1818316,kv_commentary_linear_order_gold_last_k4,5,runs\kv_commentary_linear_order_gold_last_k4_s5q24,kv_commentary_linear_order_gold_last_k4_s5q24,,,0.975,,,,0.5583333333333333,,,
0.5666666666666667,,0.5666666666666667,1.0000 -> 0.9833 -> 0.5667 -> 0.5667,0.0,0.725,0.5666666666666667,1.0,,1767139943.039128,kv_commentary_linear_order_gold_middle_k4,5,runs\kv_commentary_linear_order_gold_middle_k4_s5q24,kv_commentary_linear_order_gold_middle_k4_s5q24,,,0.9833333333333333,,,,0.5666666666666667,,,
0.5583333333333333,,0.5583333333333333,1.0000 -> 0.9750 -> 0.5583 -> 0.5583,0.0,0.7166666666666666,0.5583333333333333,1.0,,1767144322.8469255,kv_commentary_linear_order_shuffle_k4,5,runs\kv_commentary_linear_order_shuffle_k4_s5q24,kv_commentary_linear_order_shuffle_k4_s5q24,,,0.975,,,,0.5583333333333333,,,
0.7291666666666666,,0.7291666666666666,1.0000 -> 1.0000 -> 0.7292 -> 0.7292,0.0,0.8541666666666666,0.7291666666666666,1.0,,1767057815.3324416,kv_commentary_linear,3,runs\kv_commentary_linear_s3q16,kv_commentary_linear_s3q16,,,1.0,,,,0.7291666666666666,,,
0.6458333333333334,0.6739130434782609,0.6458333333333334,1.0000 -> 0.9583 -> 0.6458 -> 0.6458,0.0,0.6458333333333334,0.6458333333333334,1.0,0.6458333333333334,1767337829.571235,kv_commentary_noteaware_det_gold_first_k4,3,runs\kv_commentary_noteaware_det_gold_first_k4_s3q16,kv_commentary_noteaware_det_gold_first_k4_s3q16,,,0.9583333333333334,,,1.0,0.6458333333333334,0.6739130434782609,1.0,
0.6875,0.6875,0.6875,1.0000 -> 1.0000 -> 0.6875 -> 0.6875,0.0,0.6875,0.6875,1.0,0.6875,1767337830.2985241,kv_commentary_noteaware_det_gold_last_k4,3,runs\kv_commentary_noteaware_det_gold_last_k4_s3q16,kv_commentary_noteaware_det_gold_last_k4_s3q16,,,1.0,,,1.0,0.6875,0.6875,1.0,
0.6458333333333334,0.6739130434782609,0.6458333333333334,1.0000 -> 0.9583 -> 0.6458 -> 0.6458,0.0,0.6458333333333334,0.6458333333333334,1.0,0.6458333333333334,1767337830.0205307,kv_commentary_noteaware_det_gold_middle_k4,3,runs\kv_commentary_noteaware_det_gold_middle_k4_s3q16,kv_commentary_noteaware_det_gold_middle_k4_s3q16,,,0.9583333333333334,,,1.0,0.6458333333333334,0.6739130434782609,1.0,
0.6666666666666666,0.6808510638297872,0.6666666666666666,1.0000 -> 0.9792 -> 0.6667 -> 0.6667,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1767337830.8615186,kv_commentary_noteaware_det_shuffle_k4,3,runs\kv_commentary_noteaware_det_shuffle_k4_s3q16,kv_commentary_noteaware_det_shuffle_k4_s3q16,,,0.9791666666666666,,,1.0,0.6666666666666666,0.6808510638297872,1.0,
0.6458333333333334,0.6739130434782609,0.6458333333333334,1.0000 -> 0.9583 -> 0.6458 -> 0.6458,0.0,0.7083333333333334,0.6458333333333334,1.0,,1767336850.1388106,kv_commentary_noteaware_gold_first_k4,3,runs\kv_commentary_noteaware_gold_first_k4_s3q16,kv_commentary_noteaware_gold_first_k4_s3q16,,,0.9583333333333334,,,,0.6458333333333334,0.6739130434782609,0.975,
0.6875,0.6875,0.6875,1.0000 -> 1.0000 -> 0.6875 -> 0.6875,0.0,0.75,0.6875,1.0,,1767336851.0208008,kv_commentary_noteaware_gold_last_k4,3,runs\kv_commentary_noteaware_gold_last_k4_s3q16,kv_commentary_noteaware_gold_last_k4_s3q16,,,1.0,,,,0.6875,0.6875,0.9761904761904762,
0.6458333333333334,0.6739130434782609,0.6458333333333334,1.0000 -> 0.9583 -> 0.6458 -> 0.6458,0.0,0.7083333333333334,0.6458333333333334,1.0,,1767336850.6288052,kv_commentary_noteaware_gold_middle_k4,3,runs\kv_commentary_noteaware_gold_middle_k4_s3q16,kv_commentary_noteaware_gold_middle_k4_s3q16,,,0.9583333333333334,,,,0.6458333333333334,0.6739130434782609,0.975,
0.6458333333333334,,0.6458333333333334,1.0000 -> 0.9583 -> 0.6458 -> 0.6458,0.0,0.7083333333333334,0.6458333333333334,1.0,,1767325388.0205474,kv_commentary_noteaware_pick_gold_first_k4,3,runs\kv_commentary_noteaware_pick_gold_first_k4_s3q16,kv_commentary_noteaware_pick_gold_first_k4_s3q16,,,0.9583333333333334,,,,0.6458333333333334,,,
0.6875,,0.6875,1.0000 -> 1.0000 -> 0.6875 -> 0.6875,0.0,0.75,0.6875,1.0,,1767327486.2141294,kv_commentary_noteaware_pick_gold_last_k4,3,runs\kv_commentary_noteaware_pick_gold_last_k4_s3q16,kv_commentary_noteaware_pick_gold_last_k4_s3q16,,,1.0,,,,0.6875,,,
0.6458333333333334,,0.6458333333333334,1.0000 -> 0.9583 -> 0.6458 -> 0.6458,0.0,0.7083333333333334,0.6458333333333334,1.0,,1767326454.5746822,kv_commentary_noteaware_pick_gold_middle_k4,3,runs\kv_commentary_noteaware_pick_gold_middle_k4_s3q16,kv_commentary_noteaware_pick_gold_middle_k4_s3q16,,,0.9583333333333334,,,,0.6458333333333334,,,
0.6666666666666666,,0.6666666666666666,1.0000 -> 0.9792 -> 0.6667 -> 0.6667,0.0,0.7291666666666666,0.6666666666666666,1.0,,1767328453.6776483,kv_commentary_noteaware_pick_shuffle_k4,3,runs\kv_commentary_noteaware_pick_shuffle_k4_s3q16,kv_commentary_noteaware_pick_shuffle_k4_s3q16,,,0.9791666666666666,,,,0.6666666666666666,,,
0.6666666666666666,0.6808510638297872,0.6666666666666666,1.0000 -> 0.9792 -> 0.6667 -> 0.6667,0.0,0.7291666666666666,0.6666666666666666,1.0,,1767336851.4277961,kv_commentary_noteaware_shuffle_k4,3,runs\kv_commentary_noteaware_shuffle_k4_s3q16,kv_commentary_noteaware_shuffle_k4_s3q16,,,0.9791666666666666,,,,0.6666666666666666,0.6808510638297872,0.975609756097561,
0.9375,1.0,0.9375,1.0000 -> 0.6250 -> 0.9375 -> 0.9375,0.0,1.0,0.9375,1.0,0.9375,1767342891.847258,kv_commentary_noteaware_train2_gold_first_k4,3,runs\kv_commentary_noteaware_train2_gold_first_k4_s3q16,kv_commentary_noteaware_train2_gold_first_k4_s3q16,0.0,1.0,0.625,,,1.0,0.9375,1.0,1.0,0.0625
0.9375,1.0,0.9375,1.0000 -> 0.6250 -> 0.9375 -> 0.9375,0.0,1.0,0.9375,1.0,0.9375,1767342913.4805527,kv_commentary_noteaware_train2_gold_last_k4,3,runs\kv_commentary_noteaware_train2_gold_last_k4_s3q16,kv_commentary_noteaware_train2_gold_last_k4_s3q16,0.0,1.0,0.625,,,1.0,0.9375,1.0,1.0,0.0625
0.9375,1.0,0.9375,1.0000 -> 0.6250 -> 0.9375 -> 0.9375,0.0,1.0,0.9375,1.0,0.9375,1767342906.07696,kv_commentary_noteaware_train2_gold_middle_k4,3,runs\kv_commentary_noteaware_train2_gold_middle_k4_s3q16,kv_commentary_noteaware_train2_gold_middle_k4_s3q16,0.0,1.0,0.625,,,1.0,0.9375,1.0,1.0,0.0625
0.9375,1.0,0.9375,1.0000 -> 0.6250 -> 0.9375 -> 0.9375,0.0,1.0,0.9375,1.0,0.9375,1767342853.7110486,kv_commentary_noteaware_train2_shuffle_k4,3,runs\kv_commentary_noteaware_train2_shuffle_k4_s3q16,kv_commentary_noteaware_train2_shuffle_k4_s3q16,0.0,1.0,0.625,,,1.0,0.9375,1.0,1.0,0.0625
0.6458333333333334,0.6739130434782609,0.6458333333333334,1.0000 -> 0.9583 -> 0.6458 -> 0.6458,0.0,0.6458333333333334,0.6458333333333334,1.0,0.6458333333333334,1767339934.8381612,kv_commentary_noteaware_train_gold_first_k4,3,runs\kv_commentary_noteaware_train_gold_first_k4_s3q16,kv_commentary_noteaware_train_gold_first_k4_s3q16,0.3541666666666667,0.0,0.9583333333333334,,,1.0,0.6458333333333334,0.6739130434782609,1.0,
0.6875,0.6875,0.6875,1.0000 -> 1.0000 -> 0.6875 -> 0.6875,0.0,0.6875,0.6875,1.0,0.6875,1767339935.7070012,kv_commentary_noteaware_train_gold_last_k4,3,runs\kv_commentary_noteaware_train_gold_last_k4_s3q16,kv_commentary_noteaware_train_gold_last_k4_s3q16,0.3125,0.0,1.0,,,1.0,0.6875,0.6875,1.0,
0.6875,0.6875,0.6875,1.0000 -> 1.0000 -> 0.6875 -> 0.6875,0.0,0.6875,0.6875,1.0,0.6875,1767339935.3481567,kv_commentary_noteaware_train_gold_middle_k4,3,runs\kv_commentary_noteaware_train_gold_middle_k4_s3q16,kv_commentary_noteaware_train_gold_middle_k4_s3q16,0.3125,0.0,1.0,,,1.0,0.6875,0.6875,1.0,
0.6875,0.6875,0.6875,1.0000 -> 1.0000 -> 0.6875 -> 0.6875,0.0,0.6875,0.6875,1.0,0.6875,1767339936.002271,kv_commentary_noteaware_train_shuffle_k4,3,runs\kv_commentary_noteaware_train_shuffle_k4_s3q16,kv_commentary_noteaware_train_shuffle_k4_s3q16,0.3125,0.0,1.0,,,1.0,0.6875,0.6875,1.0,
1.0,,1.0,1.0000 -> 0.7292 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767117551.3071997,kv_commentary_order_gold_first_prefer_update_k4,3,runs\kv_commentary_order_gold_first_prefer_update_k4_s3q16,kv_commentary_order_gold_first_prefer_update_k4_s3q16,,,0.7291666666666666,,,,1.0,,,
1.0,,1.0,1.0000 -> 0.7292 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767119817.601305,kv_commentary_order_gold_last_prefer_update_k4,3,runs\kv_commentary_order_gold_last_prefer_update_k4_s3q16,kv_commentary_order_gold_last_prefer_update_k4_s3q16,,,0.7291666666666666,,,,1.0,,,
1.0,,1.0,1.0000 -> 0.7292 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767118684.3837407,kv_commentary_order_gold_middle_prefer_update_k4,3,runs\kv_commentary_order_gold_middle_prefer_update_k4_s3q16,kv_commentary_order_gold_middle_prefer_update_k4_s3q16,,,0.7291666666666666,,,,1.0,,,
1.0,,1.0,1.0000 -> 0.7292 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767120939.9463265,kv_commentary_order_shuffle_prefer_update_k4,3,runs\kv_commentary_order_shuffle_prefer_update_k4_s3q16,kv_commentary_order_shuffle_prefer_update_k4_s3q16,,,0.7291666666666666,,,,1.0,,,
1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767225942.8784337,kv_commentary_pick_off,3,runs\kv_commentary_pick_off_s3q16,kv_commentary_pick_off_s3q16,,,1.0,,,,1.0,,,
1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767226955.0936854,kv_commentary_pick_on,3,runs\kv_commentary_pick_on_s3q16,kv_commentary_pick_on_s3q16,,,1.0,,,,1.0,,,
,,0.0,,0.0,1.0,0.0,,,1767234350.2490034,kv_commentary_prefer_set_latest_k2,3,runs\kv_commentary_prefer_set_latest_k2_s3q16,kv_commentary_prefer_set_latest_k2_s3q16,,,,,,,0.0625,,,
0.0,,0.0,0.0625 -> 0.0000 -> 0.0000 -> 0.0000,0.0,1.0,0.0,0.0625,,1767235336.178083,kv_commentary_prefer_set_latest_k4,3,runs\kv_commentary_prefer_set_latest_k4_s3q16,kv_commentary_prefer_set_latest_k4_s3q16,,,0.0,,,,0.0,,,
0.0,,0.0,0.0625 -> 0.0000 -> 0.0000 -> 0.0000,0.0,0.9375,0.0,0.0625,,1767236258.6432037,kv_commentary_prefer_set_latest_k8,3,runs\kv_commentary_prefer_set_latest_k8_s3q16,kv_commentary_prefer_set_latest_k8_s3q16,,,0.0,,,,0.0,,,
1.0,,1.0,1.0000 -> 0.5833 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767130295.3733275,kv_commentary_prefer_set_latest,5,runs\kv_commentary_prefer_set_latest_s5q24,kv_commentary_prefer_set_latest_s5q24,,,0.5833333333333334,,,,1.0,,,
1.0,,1.0,1.0000 -> 0.5833 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767132514.4286983,kv_commentary_prefer_update_latest,5,runs\kv_commentary_prefer_update_latest_s5q24,kv_commentary_prefer_update_latest_s5q24,,,0.5833333333333334,,,,1.0,,,
0.75,,0.75,1.0000 -> 0.7500 -> 0.7500 -> 0.7500,0.25,1.0,0.75,1.0,,1767049971.643887,linear_drop_p0.2,3,runs\linear_drop_p0.2_s3q16,linear_drop_p0.2_s3q16,,,0.75,,,,0.75,,,
0.5625,,0.5625,1.0000 -> 0.5625 -> 0.5625 -> 0.5625,0.4375,1.0,0.5625,1.0,,1767050888.3488758,linear_drop_p0.4,3,runs\linear_drop_p0.4_s3q16,linear_drop_p0.4_s3q16,,,0.5625,,,,0.5625,,,
1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767049056.336758,linear_drop_p0,3,runs\linear_drop_p0_s3q16,linear_drop_p0_s3q16,,,1.0,,,,1.0,,,
0.9791666666666666,,0.9791666666666666,1.0000 -> 0.9792 -> 0.9792 -> 0.9792,0.0,1.0,0.9791666666666666,1.0,,1767052213.0026886,linear_k1,3,runs\linear_k1_s3q16,linear_k1_s3q16,,,0.9791666666666666,,,,0.9791666666666666,,,
1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767053124.9263425,linear_k2,3,runs\linear_k2_s3q16,linear_k2_s3q16,,,1.0,,,,1.0,,,
1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767054032.5741322,linear_k4,3,runs\linear_k4_s3q16,linear_k4_s3q16,,,1.0,,,,1.0,,,
1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1767054943.6929264,linear_k8,3,runs\linear_k8_s3q16,linear_k8_s3q16,,,1.0,,,,1.0,,,
0.4166666666666667,,0.4166666666666667,1.0000 -> 0.4167 -> 0.4167 -> 0.4167,0.5625,1.0,0.4166666666666667,1.0,,1767043039.8737905,linear_order_gold_first,3,runs\linear_order_gold_first_s3q16,linear_order_gold_first_s3q16,,,0.4166666666666667,,,,0.4166666666666667,,,
0.6875,,0.6875,1.0000 -> 0.6875 -> 0.6875 -> 0.6875,0.3125,1.0,0.6875,1.0,,1767045339.6639085,linear_order_gold_last,3,runs\linear_order_gold_last_s3q16,linear_order_gold_last_s3q16,,,0.6875,,,,0.6875,,,
0.6875,,0.6875,1.0000 -> 0.6875 -> 0.6875 -> 0.6875,0.3125,1.0,0.6875,1.0,,1767044284.5678396,linear_order_gold_middle,3,runs\linear_order_gold_middle_s3q16,linear_order_gold_middle_s3q16,,,0.6875,,,,0.6875,,,
0.6875,,0.6875,1.0000 -> 0.6875 -> 0.6875 -> 0.6875,0.3125,1.0,0.6875,1.0,,1767046248.417775,linear_order_shuffle,3,runs\linear_order_shuffle_s3q16,linear_order_shuffle_s3q16,,,0.6875,,,,0.6875,,,
0.1875,,0.1875,1.0000 -> 0.1875 -> 0.1875 -> 0.1875,0.0625,0.75,0.1875,1.0,,1766957280.5929093,meta_drop_k4_shuffle_p0.2,3,runs\meta_drop_k4_shuffle_p0.2_s3q16,meta_drop_k4_shuffle_p0.2_s3q16,,,0.1875,,,,0.1875,,,
0.0625,,0.08333333333333333,1.0000 -> 0.0833 -> 0.0625 -> 0.0625,0.6875,0.7708333333333334,0.0625,1.0,,1766958548.242322,meta_drop_k4_shuffle_p0.4,3,runs\meta_drop_k4_shuffle_p0.4_s3q16,meta_drop_k4_shuffle_p0.4_s3q16,,,0.08333333333333333,,,,0.0625,,,
0.22916666666666666,,0.2708333333333333,1.0000 -> 0.2708 -> 0.2292 -> 0.2292,0.0,0.75,0.22916666666666666,1.0,,1766956036.9539344,meta_drop_k4_shuffle_p0,3,runs\meta_drop_k4_shuffle_p0_s3q16,meta_drop_k4_shuffle_p0_s3q16,,,0.2708333333333333,,,,0.22916666666666666,,,
0.2708333333333333,,0.3125,1.0000 -> 0.3125 -> 0.2708 -> 0.2708,0.0,0.7916666666666666,0.2708333333333333,1.0,,1766952359.8977492,meta_hard_selection_k4_same_shuffle,3,runs\meta_hard_selection_k4_same_shuffle_s3q16,meta_hard_selection_k4_same_shuffle_s3q16,,,0.3125,,,,0.2708333333333333,,,
0.041666666666666664,,0.041666666666666664,1.0000 -> 0.0417 -> 0.0417 -> 0.0417,0.0,0.75,0.041666666666666664,1.0,,1766953623.5391862,meta_order_gold_first_k4_same,3,runs\meta_order_gold_first_k4_same_s3q16,meta_order_gold_first_k4_same_s3q16,,,0.041666666666666664,,,,0.041666666666666664,,,
0.2916666666666667,,0.5208333333333334,1.0000 -> 0.5208 -> 0.2917 -> 0.2917,0.0,0.7708333333333334,0.2916666666666667,1.0,,1766954790.0520978,meta_order_gold_last_k4_same,3,runs\meta_order_gold_last_k4_same_s3q16,meta_order_gold_last_k4_same_s3q16,,,0.5208333333333334,,,,0.2916666666666667,,,
0.9375,1.0,0.9375,1.0000 -> 0.7708 -> 0.9375 -> 0.9375,0.0,1.0,0.9375,1.0,0.9375,1767343091.6633115,note_rate_0.1_linear_k4,3,runs\note_rate_0.1_linear_k4_s3q16,note_rate_0.1_linear_k4_s3q16,0.0,1.0,0.7708333333333334,,,1.0,0.9375,1.0,1.0,0.0625
0.85,1.0,0.85,1.0000 -> 0.8500 -> 0.8500 -> 0.8500,0.0,1.0,0.85,1.0,0.85,1767343372.9621656,note_rate_0.2_authfilter_linear_k4,5,runs\note_rate_0.2_authfilter_linear_k4_s5q24,note_rate_0.2_authfilter_linear_k4_s5q24,0.0,1.0,0.85,,,1.0,0.85,1.0,1.0,0.15
0.85,1.0,0.85,1.0000 -> 0.6333 -> 0.8500 -> 0.8500,0.0,1.0,0.85,1.0,0.85,1767343355.8598592,note_rate_0.2_linear_k4,5,runs\note_rate_0.2_linear_k4_s5q24,note_rate_0.2_linear_k4_s5q24,0.0,1.0,0.6333333333333333,,,1.0,0.85,1.0,1.0,0.15
0.9375,1.0,0.9375,1.0000 -> 0.6250 -> 0.9375 -> 0.9375,0.0,1.0,0.9375,1.0,0.9375,1767343095.843022,note_rate_0.3_linear_k4,3,runs\note_rate_0.3_linear_k4_s3q16,note_rate_0.3_linear_k4_s3q16,0.0,1.0,0.625,,,1.0,0.9375,1.0,1.0,0.0625
0.8916666666666667,1.0,0.8916666666666666,1.0000 -> 0.8917 -> 0.8917 -> 0.8917,0.0,1.0,0.8916666666666666,1.0,0.8916666666666667,1767343375.620897,note_rate_0.4_authfilter_linear_k4,5,runs\note_rate_0.4_authfilter_linear_k4_s5q24,note_rate_0.4_authfilter_linear_k4_s5q24,0.0,1.0,0.8916666666666667,,,1.0,0.8916666666666666,1.0,1.0,0.10833333333333334
0.8583333333333333,0.9215686274509803,0.8583333333333332,1.0000 -> 0.4250 -> 0.8583 -> 0.8583,0.0,0.9666666666666666,0.8583333333333332,1.0,0.8583333333333333,1767343358.318694,note_rate_0.4_linear_k4,5,runs\note_rate_0.4_linear_k4_s5q24,note_rate_0.4_linear_k4_s5q24,0.03333333333333333,0.7647058823529411,0.425,,,1.0,0.8583333333333332,0.9215686274509803,1.0,0.10833333333333334
0.9166666666666666,1.0,0.9166666666666666,1.0000 -> 0.9167 -> 0.9167 -> 0.9167,0.0,1.0,0.9166666666666666,1.0,0.9166666666666666,1767343089.5722294,note_rate_0_linear_k4,3,runs\note_rate_0_linear_k4_s3q16,note_rate_0_linear_k4_s3q16,0.0,1.0,0.9166666666666666,,,1.0,0.9166666666666666,1.0,1.0,0.08333333333333333
0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,1.0,,1766883138.8013153,order_bias_gold_first_k4_same,5,runs\order_bias_gold_first_k4_same_s5q24,order_bias_gold_first_k4_same_s5q24,,,1.0,,,,0.975,,,
0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,1.0,,1766941820.0871284,order_bias_gold_first_k4_same_s5q24_latest_step,5,runs\order_bias_gold_first_k4_same_s5q24_latest_step,order_bias_gold_first_k4_same_s5q24_latest_step,,,1.0,,,,0.975,,,
0.0,,0.0,1.0000 -> 0.0000 -> 0.0000 -> 0.0000,0.0,0.9916666666666666,0.0,1.0,,1766902346.6894684,order_bias_gold_first_k4_same_s5q24_llm,5,runs\order_bias_gold_first_k4_same_s5q24_llm,order_bias_gold_first_k4_same_s5q24_llm,,,0.0,,,,0.0,,,
0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,1.0,,1766890921.9321072,order_bias_gold_last_k4_same,5,runs\order_bias_gold_last_k4_same_s5q24,order_bias_gold_last_k4_same_s5q24,,,1.0,,,,0.975,,,
0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,1.0,,1766945892.9456952,order_bias_gold_last_k4_same_s5q24_latest_step,5,runs\order_bias_gold_last_k4_same_s5q24_latest_step,order_bias_gold_last_k4_same_s5q24_latest_step,,,1.0,,,,0.975,,,
1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,1.0,,1766908798.261772,order_bias_gold_last_k4_same_s5q24_llm,5,runs\order_bias_gold_last_k4_same_s5q24_llm,order_bias_gold_last_k4_same_s5q24_llm,,,1.0,,,,1.0,,,
0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,1.0,,1766887245.3859968,order_bias_gold_middle_k4_same,5,runs\order_bias_gold_middle_k4_same_s5q24,order_bias_gold_middle_k4_same_s5q24,,,1.0,,,,0.975,,,
0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,1.0,,1766943854.4943566,order_bias_gold_middle_k4_same_s5q24_latest_step,5,runs\order_bias_gold_middle_k4_same_s5q24_latest_step,order_bias_gold_middle_k4_same_s5q24_latest_step,,,1.0,,,,0.975,,,
0.008333333333333333,,0.008333333333333333,1.0000 -> 0.0083 -> 0.0083 -> 0.0083,0.0,0.9666666666666666,0.008333333333333333,1.0,,1766905544.5136456,order_bias_gold_middle_k4_same_s5q24_llm,5,runs\order_bias_gold_middle_k4_same_s5q24_llm,order_bias_gold_middle_k4_same_s5q24_llm,,,0.008333333333333333,,,,0.008333333333333333,,,
